,sentence_idx,token,label
1222,118,.,O
1223,118,Landing,B-COMPONENT
1224,118,gear,I-COMPONENT
1225,118,lowered,O
1226,118,.,O
1227,118,Obstacle,B-FUNCTION
1228,118,Avoidance,I-FUNCTION
1229,118,Disabled,O
1230,118,.,O
1231,118,,O
1232,119,Obstacle,B-FUNCTION
1233,119,Avoidance,I-FUNCTION
1234,119,disabled,O
1235,119,.,O
1236,119,Landing,B-COMPONENT
1237,119,gear,I-COMPONENT
1238,119,lowered,O
1239,119,.,O
1240,119,Obstacle,B-FUNCTION
1241,119,Avoidance,I-FUNCTION
1242,119,has,O
1243,119,been,O
1244,119,disabled,O
1245,119,.,O
1246,119,,O
1247,120,Obstacle,B-FUNCTION
1248,120,Avoidance,I-FUNCTION
1249,120,will,O
1250,120,be,O
1251,120,disabled,O
1252,120,in,O
1253,120,landing,O
1254,120,.,O
1255,120,,O
1256,121,Obstacle,O
1257,121,Avoided,O
1258,121,.,O
1259,121,Revise,O
1260,121,Flight,B-PARAMETER
1261,121,Route,I-PARAMETER
1262,121,,O
1263,122,Obstacle,B-FUNCTION
1264,122,Sensing,I-FUNCTION
1265,122,will,O
1266,122,be,O
1267,122,disabled,O
1268,122,when,O
1269,122,aircraft,B-COMPONENT
1270,122,is,O
1271,122,landing,O
1272,122,.,O
1273,122,Fly,O
1274,122,with,O
1275,122,caution,O
1276,122,.,O
1277,122,,O
1278,123,PalmControl,B-ACTION
1279,123,in,O
1280,123,Process,O
1281,123,,O
1282,124,Precision,B-FUNCTION
1283,124,Landing,I-FUNCTION
1284,124,,O
1285,125,Propulsion,O
1286,125,output,O
1287,125,has,O
1288,125,been,O
1289,125,limited,O
1290,125,to,O
1291,125,ensure,O
1292,125,battery,B-PARAMETER
1293,125,health,I-PARAMETER
1294,125,.,O
1295,125,,O
1296,126,Rectifying,B-ACTION
1297,126,aircraft,B-PARAMETER
1298,126,position,I-PARAMETER
1299,126,,O
1300,127,Remote,B-ACTION
1301,127,controller,I-ACTION
1302,127,assisted,I-ACTION
1303,127,takeoff,I-ACTION
1304,127,initiated,O
1305,127,.,O
1306,127,,O
1307,128,Remote,B-FUNCTION
1308,128,Controller,I-FUNCTION
1309,128,Right,I-FUNCTION
1310,128,Dial,I-FUNCTION
1311,128,Locked,O
1312,128,.,O
1313,128,Lightly,O
1314,128,press,O
1315,128,it,O
1316,128,to,O
1317,128,adjust,O
1318,128,.,O
1319,128,,O
1320,129,Returning,B-ACTION
1321,129,to,O
1322,129,the,O
1323,129,Home,B-PARAMETER
1324,129,Point,I-PARAMETER
1325,129,,O
1326,130,Right,B-FUNCTION
1327,130,Dial,I-FUNCTION
1328,130,Locked,O
1329,130,.,O
1330,130,Lightly,O
1331,130,press,O
1332,130,to,O
1333,130,adjust,O
1334,130,.,O
1335,130,,O
1336,131,Satellite,B-FUNCTION
1337,131,positioning,I-FUNCTION
1338,131,off,O
1339,131,.,O
1340,131,Fly,O
1341,131,with,O
1342,131,Caution,O
1343,131,.,O
1344,131,,O
1345,132,SD,B-COMPONENT
1346,132,card,I-COMPONENT
1347,132,write,B-PARAMETER
1348,132,speed,I-PARAMETER
1349,132,is,O
1350,132,too,O
1351,132,slow,O
1352,132,.,O
1353,132,Not,O
1354,132,suitable,O
1355,132,for,O
1356,132,shooting,O
1357,132,a,O
1358,132,4,O
1359,132,K,O
1360,132,video,O
1361,132,.,O
1362,132,,O
1363,133,Sensing,B-FUNCTION
1364,133,system,I-FUNCTION
1365,133,is,O
1366,133,blocked,O
1367,133,or,O
1368,133,too,O
1369,133,close,O
1370,133,to,O
1371,133,the,O
1372,133,obstacle,O
1373,133,.,O
1374,133,,O
1375,134,Set,O
1376,134,Flight,B-PARAMETER
1377,134,Mode,I-PARAMETER
1378,134,to,O
1379,134,GPS,B-STATE
1380,134,to,O
1381,134,fly,O
1382,134,safe,O
1383,134,,O
1384,135,Strong,B-ISSUE
1385,135,Interference,I-ISSUE
1386,135,Detected,O
1387,135,.,O
1388,135,Be,O
1389,135,careful,O
1390,135,when,O
1391,135,flying,O
1392,135,long,O
1393,135,distances,O
1394,135,.,O
1395,135,,O
1396,136,Strong,B-ISSUE
1397,136,Interference,I-ISSUE
1398,136,Now,O
1399,136,.,O
1400,136,Fly,O
1401,136,with,O
1402,136,caution,O
1403,136,.,O
1404,136,,O
1405,137,Strong,B-ISSUE
1406,137,Interference,I-ISSUE
1407,137,to,O
1408,137,Aircraft,B-COMPONENT
1409,137,.,I-COMPONENT
1410,137,Signal,B-ISSUE
1411,137,interruption,I-ISSUE
1412,137,may,O
1413,137,be,O
1414,137,more,O
1415,137,likely,O
1416,137,.,O
1417,137,Fly,O
1418,137,with,O
1419,137,caution,O
1420,137,.,O
1421,137,,O
1422,138,Strong,B-ISSUE
1423,138,Interference,I-ISSUE
1424,138,.,I-ISSUE
1425,138,Fly,O
1426,138,with,O
1427,138,caution,O
1428,138,.,O
1429,138,,O
1430,139,Strong,O
1431,139,Remote,B-COMPONENT
1432,139,Controller,I-COMPONENT
1433,139,Interference,B-ISSUE
1434,139,.,O
1435,139,,O
1436,140,Strong,B-ISSUE
1437,140,wireless,I-ISSUE
1438,140,interference,I-ISSUE
1439,140,.,I-ISSUE
1440,140,Please,O
1441,140,fly,O
1442,140,with,O
1443,140,caution,O
1444,140,.,O
1445,140,,O
1446,141,Subject,B-ISSUE
1447,141,lost,I-ISSUE
1448,141,.,I-ISSUE
1449,141,Searching,O
1450,141,...,O
1451,141,,O
1452,142,Subject,B-ISSUE
1453,142,too,I-ISSUE
1454,142,Large,I-ISSUE
1455,142,.,I-ISSUE
1456,142,Move,O
1457,142,Away,O
1458,142,and,O
1459,142,retry,O
1460,142,,O
1461,143,Subject,B-ISSUE
1462,143,too,I-ISSUE
1463,143,Small,I-ISSUE
1464,143,.,I-ISSUE
1465,143,Get,O
1466,143,Closer,O
1467,143,and,O
1468,143,retry,O
1469,143,,O
1470,144,Switched,O
1471,144,to,O
1472,144,P,B-STATE
1473,144,(,I-STATE
1474,144,Positioning)-mode,I-STATE
1475,144,.,O
1476,144,,O
1477,145,Switched,O
1478,145,to,O
1479,145,S,B-STATE
1480,145,(,I-STATE
1481,145,Sport)-mode,I-STATE
1482,145,.,O
1483,145,,O
1484,146,Switched,O
1485,146,to,O
1486,146,T,B-STATE
1487,146,(,I-STATE
1488,146,Tripod)-mode,I-STATE
1489,146,.,O
1490,146,,O
1491,147,Take,O
1492,147,off,O
1493,147,and,O
1494,147,retry,O
1495,147,this,O
1496,147,function,O
1497,147,.,O
1498,147,,O
1499,148,Take,O
1500,148,off,O
1501,148,in,O
1502,148,P,B-STATE
1503,148,-,I-STATE
1504,148,Mode,I-STATE
1505,148,,O
1506,149,Taking,B-ACTION
1507,149,Off,I-ACTION
1508,149,.,O
1509,149,,O
1510,150,Tap,O
1511,150,the,O
1512,150,screen,O
1513,150,lightly,O
1514,150,to,O
1515,150,focus,O
1516,150,.,O
1517,150,,O
1518,151,Tap,O
1519,151,the,O
1520,151,screen,O
1521,151,to,O
1522,151,focus,O
1523,151,.,O
1524,151,,O
1525,152,Tap,O
1526,152,to,O
1527,152,choose,O
1528,152,a,O
1529,152,valid,O
1530,152,zone,O
1531,152,.,O
1532,152,,O
1533,153,The,O
1534,153,remaining,O
1535,153,battery,B-COMPONENT
1536,153,is,O
1537,153,only,O
1538,153,enough,O
1539,153,for,O
1540,153,RTH,B-ACTION
1541,153,.,I-ACTION
1542,153,Return,O
1543,153,home,O
1544,153,now,O
1545,153,.,O
1546,153,,O
1547,154,To,O
1548,154,take,O
1549,154,off,O
1550,154,in,O
1551,154,non,B-STATE
1552,154,-,I-STATE
1553,154,P,I-STATE
1554,154,mode,I-STATE
1555,154,",",O
1556,154,toggle,O
1557,154,Flight,B-PARAMETER
1558,154,Mode,I-PARAMETER
1559,154,Switch,O
1560,154,to,O
1561,154,another,O
1562,154,mode,O
1563,154,and,O
1564,154,then,O
1565,154,toggle,O
1566,154,it,O
1567,154,back,O
1568,154,.,O
1569,154,,O
1570,155,Warning,O
1571,155,,O
1572,156,WarningThe,O
1573,156,remaining,O
1574,156,battery,B-COMPONENT
1575,156,is,O
1576,156,only,O
1577,156,enough,O
1578,156,for,O
1579,156,RTH,B-ACTION
1580,156,.,I-ACTION
1581,156,Return,O
1582,156,home,O
1583,156,now,O
1584,156,.,O
1585,156,,O
1586,157,Weak,B-ISSUE
1587,157,GPS,I-ISSUE
1588,157,signal,I-ISSUE
1589,157,.,I-ISSUE
1590,157,Aircraft,B-COMPONENT
1591,157,is,O
1592,157,in,O
1593,157,Attitude,B-STATE
1594,157,mode,I-STATE
1595,157,and,O
1596,157,hovering,O
1597,157,may,O
1598,157,be,O
1599,157,unstable,O
1600,157,.,O
1601,157,Fly,O
1602,157,with,O
1603,157,caution,O
1604,157,.,O
1605,157,,O
1606,158,Weak,B-ISSUE
1607,158,signal,I-ISSUE
1608,158,.,I-ISSUE
1609,158,Adjust,O
1610,158,antenna,B-COMPONENT
1611,158,and,O
1612,158,avoid,O
1613,158,signal,O
1614,158,block,O
1615,158,.,O
1616,158,,O
1617,159,Weak,B-ISSUE
1618,159,signal,I-ISSUE
1619,159,.,I-ISSUE
1620,159,Avoid,O
1621,159,blocking,O
1622,159,the,O
1623,159,antennas,B-COMPONENT
1624,159,and,O
1625,159,keep,O
1626,159,the,O
1627,159,antennas,B-COMPONENT
1628,159,parallel,O
1629,159,to,O
1630,159,and,O
1631,159,facing,O
1632,159,toward,O
1633,159,the,O
1634,159,aircraft,B-COMPONENT
1635,159,during,O
1636,159,flight,O
1637,159,.,O
1638,159,,O
1639,160,Yaw,B-ISSUE
1640,160,Error,I-ISSUE
1641,160,.,O
1642,160,,O
1643,161,Your,O
1644,161,aircraft,B-COMPONENT
1645,161,has,O
1646,161,entered,O
1647,161,a,O
1648,161,Warning,O
1649,161,Zone,O
1650,161,(,O
1651,161,Class,O
1652,161,D,O
1653,161,),O
1654,161,.,O
1655,161,Please,O
1656,161,fly,O
1657,161,with,O
1658,161,caution,O
1659,161,.,O
1660,161,,O
1661,162,Your,O
1662,162,palm,O
1663,162,is,O
1664,162,too,O
1665,162,close,O
1666,162,to,O
1667,162,the,O
1668,162,aircraft,B-COMPONENT
1669,162,.,I-COMPONENT
1670,162,Please,O
1671,162,step,O
1672,162,farther,O
1673,162,away,O
1674,162,.,O
1675,162,,O
1676,163,Your,O
1677,163,palm,O
1678,163,is,O
1679,163,too,O
1680,163,far,O
1681,163,away,O
1682,163,from,O
1683,163,the,O
1684,163,aircraft,B-COMPONENT
1685,163,.,I-COMPONENT
1686,163,Please,O
1687,163,step,O
1688,163,closer,O
1689,163,.,O
1690,163,,O
1691,164,Aircraft,B-COMPONENT
1692,164,close,O
1693,164,to,O
1694,164,Home,B-PARAMETER
1695,164,Point,I-PARAMETER
1696,164,.,I-PARAMETER
1697,164,go,O
1698,164,home,O
1699,164,shifts,O
1700,164,to,O
1701,164,landing,O
1702,164,.,O
1703,164,,O
1704,165,Precision,B-FUNCTION
1705,165,Landing,I-FUNCTION
1706,165,.,I-FUNCTION
1707,165,Rectifying,B-ACTION
1708,165,aircraft,B-COMPONENT
1709,165,position,O
1710,165,.,O
1711,165,,O
1712,166,Attitude,B-PARAMETER
1713,166,is,O
1714,166,too,O
1715,166,large,O
1716,166,.,O
1717,166, ,O
1718,166,Backward,B-FUNCTION
1719,166,Obstacle,I-FUNCTION
1720,166,Sensing,I-FUNCTION
1721,166,is,O
1722,166,not,O
1723,166,functioning,O
1724,166,.,O
1725,166,,O
1726,167,Precision,B-FUNCTION
1727,167,Landing,I-FUNCTION
1728,167,.,I-FUNCTION
1729,167,Correcting,B-ACTION
1730,167,Landing,B-PARAMETER
1731,167,Position,I-PARAMETER
1732,167,.,O
1733,167,,O
1734,168,In,O
1735,168,Flight,O
1736,168,.,O
1737,168,,O
1738,169,Landing,B-ACTION
1739,169,Canceled,O
1740,169,.,O
1741,169,,O
1742,170,Landing,B-COMPONENT
1743,170,Gear,I-COMPONENT
1744,170,Paused,O
1745,170,.,O
1746,170,,O
1747,171,Forward,B-FUNCTION
1748,171,Obstacle,I-FUNCTION
1749,171,Sensing,I-FUNCTION
1750,171, ,O
1751,171,not,O
1752,171,Working,O
1753,171,.,O
1754,171,,O
1755,172,Home,B-PARAMETER
1756,172,Point,I-PARAMETER
1757,172,Recorded,O
1758,172,",",O
1759,172,Return,B-PARAMETER
1760,172,-,I-PARAMETER
1761,172,to,I-PARAMETER
1762,172,-,I-PARAMETER
1763,172,Home,I-PARAMETER
1764,172,Altitude,I-PARAMETER
1765,172,:,O
1766,172,98FT,O
1767,172,,O
1768,173,Home,B-PARAMETER
1769,173,Point,I-PARAMETER
1770,173,recorded,O
1771,173,.,O
1772,173,Return,B-PARAMETER
1773,173,-,I-PARAMETER
1774,173,to,I-PARAMETER
1775,173,-,I-PARAMETER
1776,173,Home,I-PARAMETER
1777,173,Altitude,I-PARAMETER
1778,173,:,O
1779,173,98FT,O
1780,173,.,O
1781,173,,O
1782,174,Home,B-PARAMETER
1783,174,Point,I-PARAMETER
1784,174,recorded,O
1785,174,.,O
1786,174,Return,B-PARAMETER
1787,174,-,I-PARAMETER
1788,174,to,I-PARAMETER
1789,174,-,I-PARAMETER
1790,174,Home,I-PARAMETER
1791,174,Altitude,I-PARAMETER
1792,174,:,O
1793,174,98FT,O
1794,174,,O
1795,175,RTH,B-PARAMETER
1796,175,Altitude,I-PARAMETER
1797,175,:,O
1798,175,98FT,O
1799,175,.,O
1800,175,,O
1801,176,Return,B-PARAMETER
1802,176,-,I-PARAMETER
1803,176,to,I-PARAMETER
1804,176,-,I-PARAMETER
1805,176,Home,I-PARAMETER
1806,176,Altitude,I-PARAMETER
1807,176,:,O
1808,176,98FT,O
1809,176,,O
1810,177,Home,B-PARAMETER
1811,177,Point,I-PARAMETER
1812,177,Recorded,O
1813,177,",",O
1814,177,Return,B-PARAMETER
1815,177,-,I-PARAMETER
1816,177,to,I-PARAMETER
1817,177,-,I-PARAMETER
1818,177,Home,I-PARAMETER
1819,177,Altitude,I-PARAMETER
1820,177,:,O
1821,177,98FT,O
1822,177,.,O
1823,177,,O
1824,178,Return,B-PARAMETER
1825,178,-,I-PARAMETER
1826,178,to,I-PARAMETER
1827,178,-,I-PARAMETER
1828,178,Home,I-PARAMETER
1829,178,Altitude,I-PARAMETER
1830,178,:,O
1831,178,65FT,O
1832,178,,O
1833,179,RTH,B-PARAMETER
1834,179,Altitude,I-PARAMETER
1835,179,:,O
1836,179,65FT,O
1837,179,.,O
1838,179,,O
1839,180,RTH,B-ACTION
1840,180,:,O
1841,180,Preascending,B-STATE
1842,180,.,O
1843,180,,O
1844,181,RTH,B-ACTION
1845,181,:,O
1846,181,Heading,B-STATE
1847,181,alignment,I-STATE
1848,181,.,O
1849,181,,O
1850,182,RTH,B-ACTION
1851,182,:,O
1852,182,Ascending,B-STATE
1853,182,to,O
1854,182,RTH,B-PARAMETER
1855,182,altitude,I-PARAMETER
1856,182,.,O
1857,182,,O
1858,183,RTH,B-ACTION
1859,183,:,O
1860,183,Cruise,B-STATE
1861,183,.,O
1862,183,,O
1863,184,Landing,B-COMPONENT
1864,184,Gear,I-COMPONENT
1865,184,Raising,O
1866,184,.,O
1867,184,Home,B-PARAMETER
1868,184,Point,I-PARAMETER
1869,184,Recorded,O
1870,184,,O
1871,185,Can,O
1872,185,not,O
1873,185,switch,O
1874,185,flight,B-PARAMETER
1875,185,mode,I-PARAMETER
1876,185,.,I-PARAMETER
1877,185,Turn,O
1878,185,on,O
1879,185,"""",O
1880,185,Multiple,B-FUNCTION
1881,185,Flight,I-FUNCTION
1882,185,Modes,I-FUNCTION
1883,185,"""",O
1884,185,to,O
1885,185,enable,O
1886,185,Atti,B-STATE
1887,185,and,O
1888,185,Sport,B-STATE
1889,185,Modes,I-STATE
1890,185,.,O
1891,185,,O
1892,186,Home,B-PARAMETER
1893,186,Point,I-PARAMETER
1894,186,Recorded,O
1895,186,.,O
1896,186,RTH,B-PARAMETER
1897,186,Altitude,I-PARAMETER
1898,186,:,O
1899,186,30,O
1900,186,m.,O
1901,186,,O
1902,187,Compass,B-ISSUE
1903,187,Interference,I-ISSUE
1904,187,.,I-ISSUE
1905,187,Temp,O
1906,187,Max,B-PARAMETER
1907,187,Altitude,I-PARAMETER
1908,187,:,O
1909,187,98,O
1910,187,ft,O
1911,187,,O
1912,188,Return,B-PARAMETER
1913,188,-,I-PARAMETER
1914,188,to,I-PARAMETER
1915,188,-,I-PARAMETER
1916,188,Home,I-PARAMETER
1917,188,Altitude,I-PARAMETER
1918,188,:,O
1919,188,98FT,O
1920,188,.,O
1921,188,,O
1922,189,Strong,B-ISSUE
1923,189,wireless,I-ISSUE
1924,189,interference,I-ISSUE
1925,189,.,I-ISSUE
1926,189,Please,O
1927,189,fly,O
1928,189,with,O
1929,189,caution,O
1930,189,.,O
1931,189,Obstacle,B-FUNCTION
1932,189,Avoidance,I-FUNCTION
1933,189,Disabled,O
1934,189,.,O
1935,189,Landing,B-COMPONENT
1936,189,gear,I-COMPONENT
1937,189,lowered,O
1938,189,.,O
1939,189,Obstacle,B-FUNCTION
1940,189,Avoidance,I-FUNCTION
1941,189,Disabled,O
1942,189,.,O
1943,189,,O
1944,190,Magnetic,B-ISSUE
1945,190,Filed,I-ISSUE
1946,190,Interference,I-ISSUE
1947,190,.,I-ISSUE
1948,190,Exit,O
1949,190,P,B-STATE
1950,190,-,I-STATE
1951,190,GPS,I-STATE
1952,190,Mode,I-STATE
1953,190,.,I-STATE
1954,190,Yaw,B-ISSUE
1955,190,Error,I-ISSUE
1956,190,.,O
1957,190,,O
1958,191,RTH,B-PARAMETER
1959,191,Altitude,I-PARAMETER
1960,191,:,O
1961,191,98FT,O
1962,191,.,O
1963,191,Data,B-COMPONENT
1964,191,Recorder,I-COMPONENT
1965,191,File,B-PARAMETER
1966,191,Index,I-PARAMETER
1967,191,is,O
1968,191,1,O
1969,191,.,O
1970,191,,O
1971,192,Home,B-PARAMETER
1972,192,Point,I-PARAMETER
1973,192,Recorded,O
1974,192,.,O
1975,192,Taking,B-ACTION
1976,192,off,I-ACTION
1977,192,.,O
1978,192,,O
1979,193,Weak,B-ISSUE
1980,193,signal,I-ISSUE
1981,193,.,I-ISSUE
1982,193,Avoid,O
1983,193,blocking,O
1984,193,the,O
1985,193,antennas,B-COMPONENT
1986,193,and,O
1987,193,keep,O
1988,193,the,O
1989,193,antennas,B-COMPONENT
1990,193,parallel,O
1991,193,to,O
1992,193,and,O
1993,193,facing,O
1994,193,toward,O
1995,193,the,O
1996,193,aircraft,B-COMPONENT
1997,193,during,O
1998,193,flight,O
1999,193,.,O
2000,193,Downlink,B-ISSUE
2001,193,Lost,I-ISSUE
2002,193,.,O
2003,193,,O
2004,194,High,B-ISSUE
2005,194,wind,I-ISSUE
2006,194,velocity,I-ISSUE
2007,194,.,I-ISSUE
2008,194,Ensure,O
2009,194,the,O
2010,194,aircraft,B-COMPONENT
2011,194,remains,O
2012,194,within,O
2013,194,your,O
2014,194,line,O
2015,194,of,O
2016,194,sight,O
2017,194,and,O
2018,194,fly,O
2019,194,with,O
2020,194,caution,O
2021,194,.,O
2022,194,Downlink,B-ISSUE
2023,194,Lost,I-ISSUE
2024,194,.,O
2025,194,,O
2026,195,High,B-ISSUE
2027,195,wind,I-ISSUE
2028,195,velocity,I-ISSUE
2029,195,.,I-ISSUE
2030,195,Ensure,O
2031,195,the,O
2032,195,aircraft,B-COMPONENT
2033,195,remains,O
2034,195,within,O
2035,195,your,O
2036,195,line,O
2037,195,of,O
2038,195,sight,O
2039,195,and,O
2040,195,fly,O
2041,195,with,O
2042,195,caution,O
2043,195,.,O
2044,195,High,B-ISSUE
2045,195,wind,I-ISSUE
2046,195,velocity,I-ISSUE
2047,195,.,I-ISSUE
2048,195,Fly,O
2049,195,with,O
2050,195,caution,O
2051,195,and,O
2052,195,land,O
2053,195,in,O
2054,195,a,O
2055,195,safe,O
2056,195,place,O
2057,195,ASAP,O
2058,195,.,O
2059,195,,O
